FILE_NAME,STAGE_LOCATION,LAST_LOAD_TIME,ROW_COUNT,ROW_PARSED,FILE_SIZE,FIRST_ERROR_MESSAGE,FIRST_ERROR_LINE_NUMBER,FIRST_ERROR_CHARACTER_POS,FIRST_ERROR_COLUMN_NAME,ERROR_COUNT,ERROR_LIMIT,STATUS,TABLE_CATALOG_NAME,TABLE_SCHEMA_NAME,TABLE_NAME,PIPE_CATALOG_NAME,PIPE_SCHEMA_NAME,PIPE_NAME,PIPE_RECEIVED_TIME,BYTES_BILLED
atp_tour/1997.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3623,3623,168304,,,,,0,3623,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2018.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,2926,2926,145568,,,,,0,2926,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2023.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,2995,2995,143744,,,,,0,2995,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/ATP_Database.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,12899,12899,324288,,,,,0,12899,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2011.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3015,3015,140544,,,,,0,3015,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2019.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,2806,2806,133536,,,,,0,2806,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1976.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3952,3952,93824,,,,,0,3952,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1990.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3683,3683,96560,,,,,0,3683,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2002.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3213,3213,148992,,,,,0,3213,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2012.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3009,3009,139600,,,,,0,3009,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1981.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3916,3916,100208,,,,,0,3916,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1975.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,4129,4129,98064,,,,,0,4129,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2006.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3267,3267,153616,,,,,0,3267,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1986.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3251,3251,78144,,,,,0,3251,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1968.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3723,3723,81264,,,,,0,3723,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1991.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3727,3727,170848,,,,,0,3727,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1980.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3909,3909,97456,,,,,0,3909,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1973.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,4296,4296,88048,,,,,0,4296,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2010.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3030,3030,142064,,,,,0,3030,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1992.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3792,3792,175952,,,,,0,3792,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2005.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3263,3263,152128,,,,,0,3263,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1993.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3890,3890,179536,,,,,0,3890,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2024.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3076,3076,151424,,,,,0,3076,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2000.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3378,3378,157040,,,,,0,3378,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2004.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3288,3288,153168,,,,,0,3288,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2008.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3123,3123,147664,,,,,0,3123,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1999.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3334,3334,154768,,,,,0,3334,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2025.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,2944,2944,140400,,,,,0,2944,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1995.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3800,3800,175872,,,,,0,3800,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2017.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,2936,2936,145008,,,,,0,2936,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1974.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,4193,4193,98832,,,,,0,4193,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1971.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3791,3791,78336,,,,,0,3791,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1979.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3961,3961,98496,,,,,0,3961,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1994.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3938,3938,181056,,,,,0,3938,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/2003.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3218,3218,149968,,,,,0,3218,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
atp_tour/1998.csv.gz,stages/fabe5a45-7e5f-4bc0-acb0-9b674171b0bc/,2026-08-09 17:54:29.209 -0700,3591,3591,167536,,,,,0,3591,Loaded,TENNIS,RAW,ATP_MATCHES,,,,,
